Category,Customer_ID,Website,Comment,Label,Date
A1,1193,Big Basket,It’s very disappointing that a Nandini brand ghee is tasteless and mix. I found white hard particle in ghee. Its not eatable and I opened packet that I can’t return it . Waste of money and harmful for human body I think. Rice grain I think it’s mix. Do something on these kind of feedback,Negative,05.08.2024
A1,1194,Big Basket,ghee not good quality.,Negative,05.08.2024
A1,1195,Big Basket,it gives a very natural smell and taste and good health this product is amazing pure and natural and gives a very good health,Positive,05.08.2024
A1,1196,Big Basket,It is not original Nandini. it seems to be adulterated. The quality was very bad,Negative,05.08.2024
A1,1197,Big Basket,"Good, fresh & taste aroma was nice",Positive,05.08.2024
A1,1198,Big Basket,fake product,Negative,05.08.2024
A1,1199,Big Basket,All products from Big Basket are extremely good in quality and hygienically packed.The tase and the smell is simply amazing.,Positive,05.08.2024
A1,1200,Big Basket,Excellent Aroma. Long lasting taste. Very economically priced,Positive,06.08.2024
A1,1201,Big Basket,Nice Aroma and Taste... Price in to our Buget....,Positive,06.08.2024
A1,1202,Big Basket,quality is not good,Negative,06.08.2024
A1,1203,Big Basket,it's more oil then ghee,Negative,06.08.2024
A1,1204,Big Basket,taste is not like original ghee.,Negative,06.08.2024
A1,1205,Big Basket,ghee tastes genuine and not adulterated,Positive,06.08.2024
A1,1206,Big Basket,it is not ghee..it looks like vanaspati or palm oil..very bad product.The worst ghee have ever bought.,Positive,06.08.2024
A1,1207,Big Basket,"Awesome ghee! the best ghee available in India, no brand can match Nandini dairy products!!",Positive,06.08.2024
A1,1208,Big Basket,Really this is something. Taste is excellent. Just wow. No other ghee’s like this in the market. It’s another level ghee,Positive,06.08.2024
A1,1209,Big Basket,The ghee has brown fragments in it and does not look pure.,Negative,06.08.2024
A1,1210,Big Basket,Good Aroma... Well Fresh.. Budget Friendly For My Restaurant... Thanks BB..,Positive,06.08.2024
A1,1211,Big Basket,It's not pure ghee don't go for it. Earlier i have brought Nandini ghee from shop it was nice and tasty. This one I ordered from bb and found like some waxy granules.,Negative,06.08.2024
A1,1212,Amazon,The product was identical to what I searched for. Nicely packed for delivery as it's a fluid item. Cost less than other grocery portals.,Positive,06.08.2024
A1,1213,Amazon,Quality is good,Positive,06.08.2024
A1,1214,Amazon,Excellent quality of the company as well as the service provided by amazon. Thanks amazon.,Positive,06.08.2024
A1,1215,Amazon,No taste of ghee beter I purchase from my village,Negative,06.08.2024
A1,1216,Amazon,Good quality and smells amazing,Positive,06.08.2024
A1,1217,Amazon,"Taste is good ,got divery on time, price is reasonable
All products of this company are of very good quality",Positive,06.08.2024
A1,1218,Amazon,Price is too high,Negative,06.08.2024
A1,1219,Amazon,Product damaged manufacturing date not written correctly,Negative,06.08.2024
A1,1220,Amazon,Very good product with quality and on time delivery. Just loving it. A happy customer.,Positive,06.08.2024
A1,1221,Flipkart,Has no flavor at all.,Negative,06.08.2024
A1,1222,Flipkart,Quality not as per expectations.,Negative,06.08.2024
A1,1223,Flipkart,It's a nice quality and wonderful service of Flipkart organisation many more thanks to you and your family,Positive,06.08.2024
A1,1224,Flipkart,Tasty and best quality,Positive,06.08.2024
A1,1225,Flipkart,Very bad no smell of ghee,Negative,07.08.2024
A1,1226,Flipkart,Test is very bad and quality is also bad,Negative,07.08.2024
A1,1227,Flipkart,Very bad,Negative,07.08.2024
A1,1228,Flipkart,Indeed very good product and service,Positive,07.08.2024
A1,1229,Flipkart,Packing is ok but delicate items should be packed properly,Neutral,07.08.2024
A1,1230,Flipkart,It is not ghee. Its dalda.,Negative,07.08.2024
A1,1231,Flipkart,Very bad product. Smells bad and no taste of ghee.,Negative,07.08.2024
A1,1232,Flipkart,Taste is not real and clearly vanaspati dalda is mixed which accumulates in the bottom. Ghee should be so flavourful and with awesome aroma that even if our stomach is full but hunger is still there for more after smelling that ghee.,Negative,07.08.2024
A1,1233,Flipkart,Quality is of poor.,Negative,07.08.2024
A1,1234,Flipkart,The Amul ghee quality is good,Positive,07.08.2024
A1,1235,Flipkart,No scent no taste.,Negative,07.08.2024
A1,1236,Flipkart,delivery on time and original product received,Positive,07.08.2024
A1,1237,Flipkart,Useless product. This is not at all ghee. If you boils no aroma. It looks like some oil,Negative,07.08.2024
A1,1238,Flipkart,Product packing and product is very good.,Positive,07.08.2024
A1,1239,Flipkart,"Best in class, Aroma , purest ghee",Positive,07.08.2024
A1,1240,Flipkart,Quality of the product very worst,Negative,07.08.2024
A1,1241,Flipkart,Fresh. Product,Positive,07.08.2024
A1,1242,Flipkart,Very delicious,Positive,07.08.2024
A1,1243,Flipkart,Good but quite costly,Neutral,07.08.2024
A1,1244,Flipkart,nice,Positive,07.08.2024
A1,1245,Flipkart,Good Quality,Positive,07.08.2024
A1,1246,Amazon,The size in Amazon pic is different.The one we got was quite small.but the ghee is pure and tast,Neutral,07.08.2024
A1,1247,Amazon,The size in Amazon pic is different.The one we got was quite small.but the ghee is pure and tast,Positive,07.08.2024
A1,1248,Amazon,Amul is best and this product don’t have any difference…,Positive,07.08.2024
A1,1249,Amazon,Amul is best.. For ever. Thanks,Positive,07.08.2024
A1,1250,Amazon,"The taste and texture soft ,freshJist litle too much tick.",Positive,07.08.2024
A1,1251,Amazon,Value for money product. Very good quality as is expected from a trusted brand.,Positive,07.08.2024
A1,1252,Amazon,No Aroma even though it says 'High Aroma'.,Negative,07.08.2024
A1,1253,Amazon,Very much disappointed,Negative,07.08.2024
A1,1254,Amazon,Very good,Positive,08.08.2024
A1,1255,Amazon,Good for daily consumption. It has good taste and great to have in an empty stomach. It has good taste,Positive,08.08.2024
A1,1256,Amazon,Excellent product,Positive,08.08.2024
A1,1257,Amazon,Ghee is as expected but thought the container was glass as it is mentioned as “Jar”,Neutral,08.08.2024
A1,1258,Amazon,Ghee is in good consistency,Positive,08.08.2024
A1,1259,Amazon,The Ghee is superb. But the packing is not good. Some ghee spilled out of the bottle. Please give more attention in make the packing more tight,Neutral,08.08.2024
A1,1260,Big Basket,very bad quality. very impure product with vanaspati adulteration. i have opened packet and used abt 100 gms. It would be great if you could confirm replacement.,Negative,08.08.2024
A1,1261,Big Basket,it's very bad .... I am son of Farmer so I request you all do not purchase cow Ghee in this app,Negative,08.08.2024
A1,1262,Big Basket,"whenever I had purchase the Sumul or amul cow ghee from the Big basket, always deleivered old items. today it's 12th August & on product packing date is 30th June. in past already said this problem & got the promise from Big basket that in future you will not face further issue. really disappointed.",Negative,08.08.2024
A1,1263,Big Basket,very bad quality. very impure product with vanaspati adulteration. i have opened packet and used abt 100 gms. It would be great if you could confirm replacement.,Negative,08.08.2024
A1,1264,Big Basket,"The name 'AMUL' itself is enough. Genuine Product, Original taste",Positive,08.08.2024
A1,1265,Big Basket,i have Doubt about quality because if it Cow ghee it should remain yellow even in pan. but I have observed after heating it becomes pure white. That is a matter of concern and also proves it is not pure cow ghee. Maybe just yellow colour is added.,Negative,08.08.2024
A1,1266,Big Basket,"quality is very poor and it seems like they have mixed dalda or something else but it's not at all pure ghee, looking at brand name I have purchased but now regretting.",Negative,08.08.2024
A1,1267,Big Basket,quantity issue found as this seems inferior quality,Negative,08.08.2024
A1,1268,Big Basket,doesnot look like ghee 75% id dalda..do not buy this product,Negative,08.08.2024
A1,1269,Big Basket,Cow ghee wasn't sent plain Amul ghee was in the basket,Negative,08.08.2024
A1,1270,Big Basket,excellent,Positive,08.08.2024
A1,1271,Big Basket,stale and quality is bad,Negative,08.08.2024
A1,1272,Big Basket,"WORST ever ghee I have ever had. Such a bad ghee. no taste , no fragrance. Spoilt. taste like oil NEED REFUND.",Negative,08.08.2024
A1,1273,Big Basket,its not taste as a cow ghee.,Negative,08.08.2024
A1,1274,Big Basket,ast delivery and good discounts.,Neutral,09.08.2024
A1,1275,Big Basket,Pathetic quality,Negative,09.08.2024
A1,1276,Big Basket,t has dalda like consistency and doesn't even taste like ghee.,Negative,09.08.2024
A1,1277,Big Basket,it's definitely not ghee. I wish I could give negative ratings. no flavour no aroma..even texture is not of ghee. I'm not sure weather it's fit for consumption. spurious,Negative,09.08.2024
A1,1278,Big Basket,poor quality ghee,Negative,09.08.2024
A1,1279,Big Basket,flavourful and tasty ghee,Positive,09.08.2024
A1,1280,Big Basket,"Pure Dalda, not at all ghee, never buying Amul products again.",Negative,09.08.2024
A1,1281,Big Basket,yes.Good product,Positive,09.08.2024
A1,1282,Big Basket,Good but costly,Neutral,09.08.2024
A1,1283,Big Basket,good taste and quality,Positive,09.08.2024
A1,1284,Big Basket,as expected,Neutral,09.08.2024
A1,1285,Big Basket,good with nice discount,Positive,09.08.2024
A1,1286,Big Basket,"very nice, awesome",Positive,09.08.2024
A1,1287,Big Basket,worst don't buy,Negative,09.08.2024
A1,1288,Big Basket,satisfactory,Neutral,09.08.2024
A1,1289,Big Basket,not at all pure ghee.it taste like vanaspasti. I m very disappointed vt this item,Negative,09.08.2024
A1,1290,Big Basket,Very good,Positive,09.08.2024
A1,1291,Big Basket,Very good reasionable price,Positive,09.08.2024
A1,1292,Big Basket,this is a very good product,Positive,09.08.2024
A1,1293,Big Basket,good,Positive,09.08.2024
A1,1294,Big Basket,good,Positive,09.08.2024
A1,1295,Big Basket,good,Positive,09.08.2024
A1,1296,Big Basket,The best item offered at rock-bottom price,Positive,09.08.2024
A1,1297,Big Basket,cow ghee great flavour Good product value for money,Positive,09.08.2024
A1,1298,Big Basket,excellent aroma and texture. best ghee to buy,Positive,09.08.2024
A1,1299,Big Basket,Aroma is natural specially parathas,Positive,10.08.2024
A1,1300,Big Basket,Good buying regularly,Positive,10.08.2024
A1,1301,Big Basket,Old Stock Amul Cow Ghee.& oil type,Negative,10.08.2024
A1,1302,Big Basket,"Amul cow ghee is of very good quality. yellowish colour, nice taste.",Positive,10.08.2024
A1,1303,Big Basket,"worth , excellent in this item is exciting discount",Positive,10.08.2024
A1,1304,Big Basket,Tried it for the first time.... Happy about the quality,Positive,10.08.2024
A1,1305,Big Basket,Good Quality,Positive,10.08.2024
A1,1306,Big Basket,Best Ghee,Positive,10.08.2024
A1,1307,Big Basket,very good,Positive,10.08.2024
A1,1308,Big Basket,we used first time cow ghee so can not compare but will not order again as there is NO taste and no smell.,Negative,10.08.2024
A1,1309,Big Basket,Flavour of ghee not upto the mark,Negative,10.08.2024
A1,1310,Big Basket,"purchased several times, but this time got highly Adulterated product, pathetic quality control from Big basket",Negative,10.08.2024
A1,1311,Big Basket,it seems duplicate product being sold,Negative,10.08.2024
A1,1312,Big Basket,very good price,Positive,10.08.2024
A1,1313,Big Basket,very good product,Positive,10.08.2024
A1,1314,Big Basket,very small discount than other mall,Neutral,10.08.2024
A1,1315,Big Basket,"in first attempt these were available,and delivery was in time",Neutral,10.08.2024
A1,1316,Big Basket,Expiry date is too sort,Neutral,10.08.2024
A1,1317,Big Basket,best quality at an affordable price. All products from the amul stable are always the most trusted,Positive,10.08.2024
A1,1318,Big Basket,Good it’s like original,Positive,10.08.2024
A1,1319,Big Basket,Quality wise no question arise.,Positive,10.08.2024
A1,1320,Big Basket,Taste is Not that good even smell also.. seems like vanaspati is mixed,Negative,10.08.2024
A1,1321,Big Basket,good,Positive,10.08.2024
A1,1322,Big Basket,Good,Positive,10.08.2024
A1,1323,Big Basket,good,Positive,10.08.2024
A1,1324,Big Basket,very bad ghee ever tasted in my life ...only better in advertising,Negative,10.08.2024
A1,1325,Big Basket,good product,Positive,11.08.2024
A1,1326,Big Basket,"VERY promot service and,, very very qualitative items",Positive,11.08.2024
A1,1327,Big Basket,good as usual,Positive,11.08.2024
A1,1328,Big Basket,Nice ghee,Positive,11.08.2024
A1,1329,Big Basket,very good product,Positive,11.08.2024
A1,1330,Big Basket,Good,Positive,11.08.2024
A1,1331,Big Basket,not at all good mixed ghee,Negative,11.08.2024
A1,1332,Big Basket,We trust Amul Products. It's always pure and gives more for money.,Positive,11.08.2024
A1,1333,Big Basket,Good product,Positive,11.08.2024
A1,1334,Big Basket,always a 5 star,Positive,11.08.2024
A1,1335,Amazon,Product is very good,Positive,11.08.2024
A1,1336,Amazon,Good product ??,Positive,11.08.2024
A1,1337,Amazon,One of the best quality ghee available in Amazon,Positive,11.08.2024
A1,1338,Amazon,The aroma itself defines it's purity.. Once I tried to substitute with other products but that was not at all a good day idea.. The taste is so good,Positive,11.08.2024
A1,1339,Amazon,Amazing smell and taste,Positive,11.08.2024
A1,1340,Amazon,"I was using GRB ghee from long time, this 1LTR GRB ghee doesn't have any aroma, also ghee looks like oil, thickness of ghee don't exist",Negative,11.08.2024
A1,1341,Amazon,"The best ghee , the taste & flavor is the best.",Positive,11.08.2024
A1,1342,Amazon,Over cover wrapping missing please provide wrapping,Neutral,11.08.2024
A1,1343,Amazon,Ok,Neutral,11.08.2024
A1,1344,Amazon,super,Positive,11.08.2024
A1,1345,Amazon,My favorite one.,Positive,11.08.2024
A1,1346,Amazon,Good product,Positive,11.08.2024
A1,1347,Amazon,Since it came damaged and seal open i suspect quality,Negative,11.08.2024
A1,1348,Amazon,Ghee was not as per our previous exp of GRB ghee. It's very thick...,Negative,11.08.2024
A1,1349,Amazon,"Product tastes original, smells original. But In reality it is a very good HITECH ADULTERATED PRODUCT. You may try some other brand to know the difference",Negative,11.08.2024
A1,1350,Amazon,"Never buy it online, shipping cost is also too much, offline you can buy it ,the taste is good but the problem is with packaging",Negative,11.08.2024
A1,1351,Amazon,Good quality,Positive,11.08.2024
A1,1352,Amazon,good quality ghee. I'm from India and I prefer Indian brand ghee (GRB) which tastes good. I have tried UK based ghee products but I was not much satisfied like this one. So I also prefer this one.,Positive,11.08.2024
A1,1353,Amazon,Satisfactory product,Neutral,11.08.2024
A1,1354,Amazon,Good Flavour Ghee...,Positive,12.08.2024
A1,1355,Amazon,every thing excellent,Positive,12.08.2024
A1,1356,Amazon,"Great quality for price product. I use a lot of this for cooking, versatile product for baking and also Indian influence cooking and popcorn??.",Positive,12.08.2024
A1,1357,Amazon,I’m very familiar with this product. It’s very pure ghee. I have been using this for a long time. Excellent quality.,Positive,12.08.2024
A1,1358,Amazon,Very good,Positive,12.08.2024
A1,1359,Amazon,Taste is pure like you find in India. But way more expensive than what you find in US-Indian stores. Very expensive online.,Neutral,12.08.2024
A1,1360,Amazon,Desi ghee is the best ghee! It pops with flavor. The Whole Foods ghee doesn't have anywhere near the flavor.,Positive,12.08.2024
A1,1361,Amazon,Overpriced however quality is good.,Neutral,12.08.2024
A1,1362,Amazon,Good packing and product,Positive,12.08.2024
A1,1363,Amazon,Disappointing taste and texture,Negative,12.08.2024
A1,1364,Amazon,I’ve considered GRB ghee as a reliable product until I bought it recently and tasted. Where has been the earlier ghee goodness gone? Why does it smell and taste like Vanaspathi? Why does it look awful? Why am I paying a premium for below par product? What has changed?,Negative,12.08.2024
A1,1365,Amazon,Best ghee. Have been using this for many years now.,Positive,12.08.2024
A1,1366,Amazon,Don’t like it,Negative,12.08.2024
A1,1367,Amazon,Received as a good condition.,Positive,12.08.2024
A1,1368,Amazon,"GRB ghee has natural aroma of desi ghee. Color, texture and smell is all perfect. Taste is real desi ghee. I recommend their jar over plastic pouch. Jar keeps ghee safe.",positive,12.08.2024
A1,1369,Amazon,But costly and little mixed taste,Negative,12.08.2024
A1,1370,Amazon,Good early delivery,positive,12.08.2024
A1,1371,Amazon,"The ghee is of good quality and Taste, Value for money.",positive,12.08.2024
A1,1372,Amazon,"It is the purest ghee in India i ever known. I am using GRB ghee from ~15 years. The taste and flavour are unbeatable. Regarding the packaging, can give it 5 stars????",positive,12.08.2024
A1,1373,Amazon,"Very tasty ghee, very good product ?? super ??",positive,12.08.2024
A1,1374,Amazon,Compare to all other ghee GRB has nice aroma,positive,12.08.2024
A1,1375,Amazon,Tasted good But you never know if it's original or not,neutral,12.08.2024
A1,1377,Amazon,Taste is very good ????,positive,12.08.2024
A1,1378,Amazon,It’s good,positive,12.08.2024
A1,1379,Amazon,Good,positive,12.08.2024
A1,1380,Amazon,Its not working properly having some issues with it,Negative,12.08.2024
A1,1381,Amazon,Grb ghee flavour Quality is deteriorating,Negative,12.08.2024
A1,1382,Amazon,Not worth At all.it's like regular ghee. Not d pure one,Negative,12.08.2024
A1,1383,Amazon,I have purchased this by inspiration from a very popular tamil cookery channel. As we are regular users of pure ghee i just can conclude this as a very very High Tech Fake product. It is just my opinion,Negative,12.08.2024
A1,1376,Amazon,"Don’t know why it doesn’t have the ghee smell.

If you make homemade butter and make that into ghee, you will realise that the true ghee’s aroma will fill your entire house.

This however you try has a plain smell.",Negative,12.08.2024
A1,1384,Amazon,"Taste is so good , it feels like home made ghee., .
it feels room with Very good Aroma. ,",positive,13.08.2024
A1,1385,Amazon,"Original product, keep it up! happy with amazon! The expiry date should be given in the discription field. hope it will be done?",neutral,13.08.2024
A1,1386,Amazon,No issues with product but issue with customer support agent named 'Probuddha' he was very unprofessional. Amazon customer was always the best but ppl like this are screwing up Amazon reputation.. I'm putting this review on every product I purchase so that Amazon management will see and take action against that agent 'Probuddha',neutral,13.08.2024
A1,1387,Amazon,"I like the granule texture of grb ghee, I got for rs 316/- safely delivered by Amazon fresh, no package issues",positive,13.08.2024
A1,1388,Amazon,Good,positive,13.08.2024
A1,1389,Amazon,This is worst product don't waste your time with amazon fresh,Negative,13.08.2024
A1,1390,Amazon,"Very good , reminds me of home made ghee .",positive,13.08.2024
A1,1391,Amazon,Très bon produit,positive,13.08.2024
A1,1392,Amazon,This ghee is very pure and authentic. So ordered even though the delivery is charged.I request the seller to deliver without any charge.,neutral,13.08.2024
A1,1393,Amazon,It's so good. The best ghee I ever had. It's my brand now.,positive,13.08.2024
A1,1394,Amazon,The 4 stars are for the ghee taste only. It is very good ghee but sadly the seller is charging way more than the mrp. The mrp is 835 and I paid rs.1185 ?? I felt sad while eating this ghee.,neutral,13.08.2024
A1,1395,Amazon,Everytime I order GRB GHEE i smell the purity of the ghee ... the aroma.,positive,13.08.2024
A1,1396,Amazon,Delicious ghee with rich aroma.,positive,13.08.2024
A1,1397,Amazon,It got spilled and samaged,Negative,13.08.2024
A1,1398,Amazon,Best quality,positive,13.08.2024
A1,1399,Amazon,The product is good. But the price seller showed is wrong. The MRP itself is 836? and i paid more than that along with 100? delivery charge.,neutral,13.08.2024
A1,1400,Amazon,I purchased many times for my cooking this ghee product is too good for food,positive,13.08.2024
A1,1401,Amazon,Nice Aroma and purity are wonderful,positive,13.08.2024
A1,1402,Amazon,Not good and not product,Negative,13.08.2024
A1,1403,Amazon,Received safely,positive,13.08.2024
A1,1404,Amazon,Good,positive,14.08.2024
A1,1405,Amazon,Good,positive,14.08.2024
A1,1406,Amazon,The flavor is really good,positive,14.08.2024
A1,1407,Amazon,I don’t believe this is original grb product.,Negative,14.08.2024
A1,1408,Amazon,Arrived damaged. The cap was broken and contents were leaked all in the package!,Negative,14.08.2024
A1,1409,Amazon,"Order arrived damaged, do not buy",Negative,14.08.2024
